1787203018.575503, Self-RAG Decomposed, pipeline, prepare, start, 50967796060875
1787203962.356131, Self-RAG Decomposed, Grade router, run, start, 51911553264375
1787203962.356618, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51911553386458
1787203962.360032, Self-RAG Decomposed, Document retriever, run, start, 51911556790500
1787203962.361926, Self-RAG Decomposed, Grader LLM, run, start, 51911558683208
1787203962.372607, Self-RAG Decomposed, Grade router, run, end, 51911569365208
1787203962.372701, Self-RAG Decomposed, Answer generator formatter, run, start, 51911569459166
1787203962.381272, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51911578029541
1787203962.392906, Self-RAG Decomposed, Grader LLM, first_token, start, 51911589663916
1787203962.396185, Self-RAG Decomposed, Answer generator formatter, run, end, 51911592939875
1787203963.630222, Self-RAG Decomposed, Document retriever, run, end, 51912827000750
1787203963.630648, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51912827262625
1787203963.630774, Self-RAG Decomposed, Document retriever, run, start, 51912827373125
1787203963.634097, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51912830701666
1787203963.684545, Self-RAG Decomposed, Grader LLM, first_token, end, 51912881162875
1787203963.716315, Self-RAG Decomposed, Document retriever, run, end, 51912912926083
1787203963.716441, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51912913030916
1787203963.716489, Self-RAG Decomposed, Document retriever, run, start, 51912913081583
1787203963.716890, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51912913480583
1787203963.752455, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51912949067791
1787203963.752735, Self-RAG Decomposed, Grader LLM, run, end, 51912949320625
1787203963.752848, Self-RAG Decomposed, Grade router, run, start, 51912949459375
1787203963.752918, Self-RAG Decomposed, Grader LLM, run, start, 51912949506166
1787203963.754470, Self-RAG Decomposed, Grade router, run, end, 51912951060125
1787203963.754593, Self-RAG Decomposed, Answer generator formatter, run, start, 51912951177916
1787203963.754960, Self-RAG Decomposed, Grader LLM, first_token, start, 51912951548458
1787203963.755802, Self-RAG Decomposed, Answer generator formatter, run, end, 51912952388750
1787203963.968389, Self-RAG Decomposed, Document retriever, run, end, 51913164967000
1787203963.968510, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51913165074291
1787203963.968560, Self-RAG Decomposed, Document retriever, run, start, 51913165118458
1787203963.969747, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51913166309333
1787203964.081914, Self-RAG Decomposed, Document retriever, run, end, 51913278488333
1787203964.082050, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51913278598125
1787203964.082230, Self-RAG Decomposed, Document retriever, run, start, 51913278776333
1787203964.082724, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51913279278083
1787203966.567114, Self-RAG Decomposed, pipeline - val, run, start, 316485402150171614701601814313740633860, 1787203966.565934, 1, 98, 51915763587791
1787203966.569737, Self-RAG Decomposed, Question dataloader, run, start, 51915766034041
1787203966.595636, Self-RAG Decomposed, Question dataloader, run, end, 51915791924333
1787203969.832978, Self-RAG Decomposed, pipeline - val, run, start, 290104732646728618824034423574541864569, 1787203969.832078, 1, 99, 51919029667666
1787203969.836912, Self-RAG Decomposed, Question dataloader, run, start, 51919032911333
1787203969.853771, Self-RAG Decomposed, Question dataloader, run, end, 51919049759291
1787203974.124659, Self-RAG Decomposed, Grader LLM, first_token, end, 51923321147166
1787203974.154049, Self-RAG Decomposed, Document retriever, run, end, 51923349754916
1787203974.154845, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51923350534583
1787203974.154966, Self-RAG Decomposed, Document retriever, run, start, 51923350637041
1787203974.301103, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51923496774000
1787203974.309752, Self-RAG Decomposed, Grader LLM, run, end, 51923505415708
1787203974.319918, Self-RAG Decomposed, Grade router, run, start, 51923515588083
1787203974.328542, Self-RAG Decomposed, Grader LLM, run, start, 51923524204791
1787203974.328931, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51923524591083
1787203974.333897, Self-RAG Decomposed, Grade router, run, end, 51923529555458
1787203974.334114, Self-RAG Decomposed, Grader LLM, first_token, start, 51923529770166
1787203974.334812, Self-RAG Decomposed, Answer generator formatter, run, start, 51923530469625
1787203974.347633, Self-RAG Decomposed, Answer generator formatter, run, end, 51923543294333
1787203974.829159, Self-RAG Decomposed, Document retriever, run, end, 51924024802750
1787203974.829257, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51924024884958
1787203974.829319, Self-RAG Decomposed, Document retriever, run, start, 51924024949250
1787203974.829984, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51924025612166
1787203978.966889, Self-RAG Decomposed, pipeline - val, run, start, 164732799212957752171784624460215651145, 1787203978.960924, 1, 100, 51928163199583
1787203978.972566, Self-RAG Decomposed, Question dataloader, run, start, 51928168313541
1787203979.000262, Self-RAG Decomposed, Question dataloader, run, end, 51928195670125
1787203979.910261, Self-RAG Decomposed, Grader LLM, first_token, end, 51929105654375
1787203979.935413, Self-RAG Decomposed, Document retriever, run, end, 51929130796250
1787203979.935666, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51929131029916
1787203979.935753, Self-RAG Decomposed, Document retriever, run, start, 51929131114791
1787203979.943308, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51929138673041
1787203980.044529, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51929239893166
1787203980.046915, Self-RAG Decomposed, Grader LLM, run, end, 51929242270833
1787203980.047678, Self-RAG Decomposed, Grade router, run, start, 51929243037416
1787203980.047726, Self-RAG Decomposed, Grader LLM, run, start, 51929243082458
1787203980.048761, Self-RAG Decomposed, Grade router, run, end, 51929244115583
1787203980.049139, Self-RAG Decomposed, Grader LLM, first_token, start, 51929244493000
1787203980.049248, Self-RAG Decomposed, Answer generator formatter, run, start, 51929244601375
1787203980.050020, Self-RAG Decomposed, Answer generator formatter, run, end, 51929245380708
1787203980.152664, Self-RAG Decomposed, Document retriever, run, end, 51929348038458
1787203980.152782, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51929348134333
1787203980.152876, Self-RAG Decomposed, Document retriever, run, start, 51929348227291
1787203980.154754, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51929350106000
1787203981.322668, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51930572018625
1787203981.315025, Self-RAG Decomposed, Document retriever, run, end, 51930555187750
1787203981.424792, Self-RAG Decomposed, Document retriever, run, start, 51930620102458
1787203981.457807, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51930653137291
1787204016.999832, Self-RAG Decomposed, Grader LLM, first_token, end, 51966196954833
1787204017.170383, Self-RAG Decomposed, Document retriever, run, end, 51966365018041
1787204017.174917, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51966369535375
1787204017.175410, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51966370040625
1787204017.175648, Self-RAG Decomposed, Document retriever, run, start, 51966370258291
1787204017.176409, Self-RAG Decomposed, Grader LLM, run, end, 51966371021750
1787204017.177403, Self-RAG Decomposed, Grade router, run, start, 51966372017333
1787204017.182407, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51966377022666
1787204017.189329, Self-RAG Decomposed, Grader LLM, run, start, 51966383943541
1787204017.196202, Self-RAG Decomposed, Grade router, run, end, 51966390816208
1787204017.198451, Self-RAG Decomposed, Answer generator formatter, run, start, 51966393068291
1787204017.199533, Self-RAG Decomposed, Grader LLM, first_token, start, 51966394144208
1787204017.205423, Self-RAG Decomposed, Answer generator formatter, run, end, 51966400036125
1787204018.026936, Self-RAG Decomposed, pipeline - val, run, start, 163453566925044062829426100199276494222, 1787204018.016893, 1, 101, 51967222344791
1787204018.035471, Self-RAG Decomposed, Question dataloader, run, start, 51967230106541
1787204018.069862, Self-RAG Decomposed, Question dataloader, run, end, 51967264478791
1787204018.240422, Self-RAG Decomposed, Document retriever, run, end, 51967435242333
1787204018.241273, Self-RAG Decomposed, Document retriever, run, start, 51967435879000
1787204018.241352, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51967435970250
1787204018.295397, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51967490031041
1787204018.355012, Self-RAG Decomposed, Grader LLM, first_token, end, 51967549675666
1787204018.391574, Self-RAG Decomposed, Document retriever, run, end, 51967586189666
1787204018.391706, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51967586315458
1787204018.391775, Self-RAG Decomposed, Document retriever, run, start, 51967586374291
1787204018.392770, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51967587372708
1787204018.424342, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51967618965208
1787204018.427004, Self-RAG Decomposed, Grader LLM, run, end, 51967621613083
1787204018.427106, Self-RAG Decomposed, Grade router, run, start, 51967621710125
1787204018.427147, Self-RAG Decomposed, Grader LLM, run, start, 51967621749625
1787204018.429642, Self-RAG Decomposed, Grade router, run, end, 51967624246208
1787204018.431365, Self-RAG Decomposed, Query rewrite formatter, run, start, 51967625969333
1787204018.431733, Self-RAG Decomposed, Grader LLM, first_token, start, 51967626333833
1787204018.434784, Self-RAG Decomposed, Query rewrite formatter, run, end, 51967629386416
1787204018.436120, Self-RAG Decomposed, Query rewrite LLM, run, start, 51967630721750
1787204018.753182, Self-RAG Decomposed, Document retriever, run, end, 51967947986333
1787204018.755628, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51967950269083
1787204018.756261, Self-RAG Decomposed, Document retriever, run, start, 51967950862958
1787204018.769368, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51967963976500
1787204038.449728, Self-RAG Decomposed, pipeline - val, run, start, 306858857373903030516734310803760266783, 1787204038.413067, 1, 102, 51987663866750
1787204038.491114, Self-RAG Decomposed, Question dataloader, run, start, 51987685867958
1787204038.571726, Self-RAG Decomposed, Question dataloader, run, end, 51987766211666
1787204054.809348, Self-RAG Decomposed, pipeline - val, run, start, 293380433969033609894731143105318930475, 1787204054.801539, 1, 103, 52004012173166
1787204054.827754, Self-RAG Decomposed, Question dataloader, run, start, 52004022166708
1787204054.862227, Self-RAG Decomposed, Question dataloader, run, end, 52004056617458
1787204055.583288, Self-RAG Decomposed, Grader LLM, first_token, end, 52004777729083
1787204055.806229, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52005000616583
1787204055.814405, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005008781958
1787204055.815207, Self-RAG Decomposed, Grader LLM, run, end, 52005009579916
1787204055.813401, Self-RAG Decomposed, Document retriever, run, end, 52005009587625
1787204055.816633, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52005011009208
1787204055.817267, Self-RAG Decomposed, Grade router, run, start, 52005012307875
1787204055.829105, Self-RAG Decomposed, Grader LLM, run, start, 52005023481375
1787204055.839342, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005033717875
1787204055.840344, Self-RAG Decomposed, Document retriever, run, start, 52005034714458
1787204055.852710, Self-RAG Decomposed, Grade router, run, end, 52005047089666
1787204055.854429, Self-RAG Decomposed, Answer generator formatter, run, start, 52005048807000
1787204055.875337, Self-RAG Decomposed, Answer generator formatter, run, end, 52005069714583
1787204056.420175, Self-RAG Decomposed, Document retriever, run, end, 52005614559458
1787204056.420286, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005614658583
1787204056.420376, Self-RAG Decomposed, Document retriever, run, start, 52005614745000
1787204056.420989, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005615358250
1787204056.508734, Self-RAG Decomposed, Document retriever, run, end, 52005703116875
1787204056.508839, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005703211041
1787204056.508896, Self-RAG Decomposed, Document retriever, run, start, 52005703266958
1787204056.509240, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005703608750
1787204056.619523, Self-RAG Decomposed, Document retriever, run, end, 52005813903875
1787204056.619615, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005813983083
1787204056.619662, Self-RAG Decomposed, Document retriever, run, start, 52005814031458
1787204056.620369, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005814736666
1787204056.684587, Self-RAG Decomposed, Document retriever, run, end, 52005878967750
1787204056.684687, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005879055583
1787204056.684747, Self-RAG Decomposed, Document retriever, run, start, 52005879118416
1787204056.685528, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005879898000
1787204056.771334, Self-RAG Decomposed, Document retriever, run, end, 52005965718625
1787204056.771472, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52005965840833
1787204056.771533, Self-RAG Decomposed, Document retriever, run, start, 52005965905208
1787204056.773143, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52005967510041
1787204056.843926, Self-RAG Decomposed, Document retriever, run, end, 52006038305166
1787204056.844031, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006038398833
1787204056.844084, Self-RAG Decomposed, Document retriever, run, start, 52006038454333
1787204056.844489, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006038856708
1787204056.948923, Self-RAG Decomposed, Document retriever, run, end, 52006143307166
1787204056.949062, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006143429750
1787204056.949158, Self-RAG Decomposed, Document retriever, run, start, 52006143528125
1787204056.949607, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006143974958
1787204057.002578, Self-RAG Decomposed, Document retriever, run, end, 52006196965083
1787204057.002709, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006197075916
1787204057.005533, Self-RAG Decomposed, Document retriever, run, start, 52006199904333
1787204057.011410, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006205782125
1787204057.055458, Self-RAG Decomposed, Document retriever, run, end, 52006249839833
1787204057.055599, Self-RAG Decomposed, Document retriever, run, start, 52006249964166
1787204057.055632, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006250000333
1787204057.056557, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006250921375
1787204057.071800, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52006266172000
1787204057.089015, Self-RAG Decomposed, Document retriever, run, end, 52006283390250
1787204057.089115, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006283479375
1787204057.089157, Self-RAG Decomposed, Document retriever, run, start, 52006283519958
1787204057.089741, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006284107500
1787204057.221030, Self-RAG Decomposed, Document retriever, run, end, 52006415412875
1787204057.221166, Self-RAG Decomposed, Document retriever, run, start, 52006415529541
1787204057.221267, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006415630000
1787204057.221989, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006416358291
1787204057.278638, Self-RAG Decomposed, Document retriever, run, end, 52006473023583
1787204057.278757, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006473123333
1787204057.278855, Self-RAG Decomposed, Document retriever, run, start, 52006473220458
1787204057.279167, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006473531833
1787204057.326012, Self-RAG Decomposed, Document retriever, run, end, 52006520395166
1787204057.326129, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006520493458
1787204057.326179, Self-RAG Decomposed, Document retriever, run, start, 52006520544541
1787204057.326995, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006521358625
1787204057.359042, Self-RAG Decomposed, Document retriever, run, end, 52006553422625
1787204057.359165, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006553529000
1787204057.359208, Self-RAG Decomposed, Document retriever, run, start, 52006553568875
1787204057.361787, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006556152958
1787204057.432648, Self-RAG Decomposed, Document retriever, run, end, 52006627028625
1787204057.432834, Self-RAG Decomposed, Document retriever, run, start, 52006627198708
1787204057.432877, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006627242541
1787204057.435073, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006629438458
1787204057.468655, Self-RAG Decomposed, Document retriever, run, end, 52006663036916
1787204057.468840, Self-RAG Decomposed, Document retriever, run, start, 52006663206166
1787204057.468885, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006663251458
1787204057.470514, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006664877958
1787204057.504198, Self-RAG Decomposed, Document retriever, run, end, 52006698581791
1787204057.504363, Self-RAG Decomposed, Document retriever, run, start, 52006698727000
1787204057.505608, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006699972708
1787204057.505963, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006700327250
1787204057.552958, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 52006747350416
1787204057.553609, Self-RAG Decomposed, Query rewrite LLM, run, end, 52006747984416
1787204057.553676, Self-RAG Decomposed, Grader LLM, first_token, start, 52006748046958
1787204057.568226, Self-RAG Decomposed, Document retriever, run, end, 52006762600041
1787204057.568306, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006762668666
1787204057.568351, Self-RAG Decomposed, Document retriever, run, start, 52006762714833
1787204057.568710, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006763072333
1787204057.594023, Self-RAG Decomposed, Document retriever, run, end, 52006788401416
1787204057.594148, Self-RAG Decomposed, Document retriever, run, start, 52006788510458
1787204057.594175, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006788538041
1787204057.596546, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52006790910375
1787204057.708092, Self-RAG Decomposed, Document retriever, run, end, 52006902466125
1787204057.784651, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52006979027791
1787204057.786926, Self-RAG Decomposed, Document retriever, run, start, 52006981292250
1787204057.808570, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52007002950708
1787204067.381198, Self-RAG Decomposed, pipeline - val, run, start, 36560376283171864517437998416344948184, 1787204067.359114, 1, 104, 52016581973958
1787204067.402365, Self-RAG Decomposed, Question dataloader, run, start, 52016596706416
1787204067.449481, Self-RAG Decomposed, Question dataloader, run, end, 52016643807625
1787204076.580981, Self-RAG Decomposed, pipeline - val, run, start, 24856246730090300124270817693516340205, 1787204076.579182, 1, 105, 52025775265541
1787204076.583083, Self-RAG Decomposed, Question dataloader, run, start, 52025777355875
1787204076.588084, Self-RAG Decomposed, Question dataloader, run, end, 52025782353291
1787204078.652635, Self-RAG Decomposed, pipeline - val, run, start, 166563768382800189463988094526330476411, 1787204078.651920, 1, 106, 52027847324791
1787204078.655084, Self-RAG Decomposed, Question dataloader, run, start, 52027849357416
1787204078.670427, Self-RAG Decomposed, Question dataloader, run, end, 52027864688041
1787204082.138521, Self-RAG Decomposed, Grader LLM, first_token, end, 52031332911291
1787204082.301040, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52031495293125
1787204082.305191, Self-RAG Decomposed, Document retriever, run, end, 52031499444833
1787204082.305579, Self-RAG Decomposed, Grader LLM, run, end, 52031499820500
1787204082.306865, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52031501120625
1787204082.307226, Self-RAG Decomposed, Grade router, run, start, 52031501468583
1787204082.307326, Self-RAG Decomposed, Document retriever, run, start, 52031501563208
1787204082.307461, Self-RAG Decomposed, Grader LLM, run, start, 52031501697208
1787204082.329702, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52031523943208
1787204082.352996, Self-RAG Decomposed, Grade router, run, end, 52031547241583
1787204082.354067, Self-RAG Decomposed, Grader LLM, first_token, start, 52031548307166
1787204082.354521, Self-RAG Decomposed, Answer generator formatter, run, start, 52031548764541
1787204082.367634, Self-RAG Decomposed, Answer generator formatter, run, end, 52031561876916
1787204082.803389, Self-RAG Decomposed, Document retriever, run, end, 52031997643916
1787204082.810956, Self-RAG Decomposed, Document retriever, run, start, 52032005201458
1787204082.811009, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52032005247875
1787204082.827845, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52032022096833
1787204087.897040, Self-RAG Decomposed, Document retriever, run, end, 52037091437666
1787204087.897666, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52037091891000
1787204087.897839, Self-RAG Decomposed, Document retriever, run, start, 52037092049250
1787204087.899936, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52037094147833
1787204087.928638, Self-RAG Decomposed, Grader LLM, first_token, end, 52037122876333
1787204087.997105, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52037191333208
1787204087.997395, Self-RAG Decomposed, Grader LLM, run, end, 52037191607000
1787204087.997517, Self-RAG Decomposed, Grade router, run, start, 52037191733125
1787204087.997726, Self-RAG Decomposed, Grader LLM, run, start, 52037191936500
1787204087.998450, Self-RAG Decomposed, Grade router, run, end, 52037192660208
1787204087.998567, Self-RAG Decomposed, Answer generator formatter, run, start, 52037192781708
1787204087.998864, Self-RAG Decomposed, Grader LLM, first_token, start, 52037193076333
1787204087.999374, Self-RAG Decomposed, Answer generator formatter, run, end, 52037193586500
1787204088.020182, Self-RAG Decomposed, Document retriever, run, end, 52037214408208
1787204088.020299, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52037214512000
1787204088.020348, Self-RAG Decomposed, Document retriever, run, start, 52037214558083
1787204088.021340, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52037215552833
1787204088.483061, Self-RAG Decomposed, Document retriever, run, end, 52037677285291
1787204088.483212, Self-RAG Decomposed, Document retriever, run, start, 52037677424625
1787204088.483264, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52037677477875
1787204088.484356, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52037678568041
1787204091.816987, Self-RAG Decomposed, pipeline - val, run, start, 138774383336331433891566525725624248882, 1787204091.812777, 1, 107, 52041012651291
1787204091.821367, Self-RAG Decomposed, Question dataloader, run, start, 52041015588375
1787204091.867668, Self-RAG Decomposed, Question dataloader, run, end, 52041061877958
1787204104.149459, Self-RAG Decomposed, pipeline - val, run, start, 292523637660282395300894499529679755941, 1787204104.144166, 1, 108, 52053345675750
1787204104.158374, Self-RAG Decomposed, Question dataloader, run, start, 52053352538125
1787204104.181718, Self-RAG Decomposed, Question dataloader, run, end, 52053375860625
1787204109.790922, Self-RAG Decomposed, Document retriever, run, end, 52058987321666
1787204109.819915, Self-RAG Decomposed, Document retriever, run, start, 52059014026125
1787204109.826951, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52059021078125
1787204109.874186, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52059068309250
1787204109.905103, Self-RAG Decomposed, Grader LLM, first_token, end, 52059099224541
1787204110.077901, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52059272014791
1787204110.078475, Self-RAG Decomposed, Grader LLM, run, end, 52059272581125
1787204110.078530, Self-RAG Decomposed, Grader LLM, run, start, 52059272631375
1787204110.078622, Self-RAG Decomposed, Grade router, run, start, 52059272731000
1787204110.079029, Self-RAG Decomposed, Grader LLM, first_token, start, 52059273133708
1787204110.081672, Self-RAG Decomposed, Grade router, run, end, 52059275777750
1787204110.083147, Self-RAG Decomposed, Query rewrite formatter, run, start, 52059277251416
1787204110.085384, Self-RAG Decomposed, Query rewrite formatter, run, end, 52059279487291
1787204110.086224, Self-RAG Decomposed, Query rewrite LLM, run, start, 52059280327791
1787204110.833283, Self-RAG Decomposed, Document retriever, run, end, 52060027403208
1787204110.833419, Self-RAG Decomposed, Document retriever, run, start, 52060027518125
1787204110.833453, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060027556458
1787204110.836417, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060030519083
1787204110.981393, Self-RAG Decomposed, Document retriever, run, end, 52060175504625
1787204110.981540, Self-RAG Decomposed, Document retriever, run, start, 52060175641666
1787204110.981587, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060175688666
1787204110.982929, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060177028458
1787204111.031117, Self-RAG Decomposed, Document retriever, run, end, 52060225236333
1787204111.031261, Self-RAG Decomposed, Document retriever, run, start, 52060225359041
1787204111.031334, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060225431750
1787204111.036792, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060230893333
1787204111.071782, Self-RAG Decomposed, Document retriever, run, end, 52060265897375
1787204111.071888, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060265986000
1787204111.071939, Self-RAG Decomposed, Document retriever, run, start, 52060266038958
1787204111.072526, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060266625250
1787204111.075009, Self-RAG Decomposed, Grader LLM, first_token, end, 52060269112375
1787204111.130836, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52060324960500
1787204111.131019, Self-RAG Decomposed, Grader LLM, run, end, 52060325118125
1787204111.131053, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52060325154458
1787204111.131152, Self-RAG Decomposed, Grade router, run, start, 52060325251125
1787204111.131206, Self-RAG Decomposed, Grader LLM, run, start, 52060325302833
1787204111.131890, Self-RAG Decomposed, Grade router, run, end, 52060325988250
1787204111.131950, Self-RAG Decomposed, Query rewrite formatter, run, start, 52060326046583
1787204111.132399, Self-RAG Decomposed, Query rewrite formatter, run, end, 52060326496333
1787204111.136271, Self-RAG Decomposed, Document retriever, run, end, 52060330373000
1787204111.136328, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060330425000
1787204111.136372, Self-RAG Decomposed, Document retriever, run, start, 52060330471458
1787204111.137239, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060331337291
1787204111.642071, Self-RAG Decomposed, Document retriever, run, end, 52060836318750
1787204111.642445, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52060836552583
1787204111.642563, Self-RAG Decomposed, Document retriever, run, start, 52060836657750
1787204111.644394, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52060838490833
1787204111.847954, Self-RAG Decomposed, Document retriever, run, end, 52061042062875
1787204111.848059, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52061042158625
1787204111.848167, Self-RAG Decomposed, Document retriever, run, start, 52061042260916
1787204111.848537, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52061042632583
1787204112.048301, Self-RAG Decomposed, pipeline - val, run, start, 189629651978717811492345771800165949891, 1787204112.047888, 1, 109, 52061242477750
1787204112.048925, Self-RAG Decomposed, Question dataloader, run, start, 52061243049041
1787204112.060913, Self-RAG Decomposed, Question dataloader, run, end, 52061255017750
1787204115.353086, Self-RAG Decomposed, Document retriever, run, end, 52064547370375
1787204115.354035, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064548131750
1787204115.354210, Self-RAG Decomposed, Document retriever, run, start, 52064548286500
1787204115.360785, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064554869583
1787204115.364165, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52064558243583
1787204115.479099, Self-RAG Decomposed, Document retriever, run, end, 52064673200291
1787204115.479238, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064673315500
1787204115.479294, Self-RAG Decomposed, Document retriever, run, start, 52064673373583
1787204115.479655, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064673732666
1787204115.523427, Self-RAG Decomposed, Document retriever, run, end, 52064717524625
1787204115.523543, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064717619625
1787204115.523600, Self-RAG Decomposed, Document retriever, run, start, 52064717678083
1787204115.524213, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064718289958
1787204115.648129, Self-RAG Decomposed, Document retriever, run, end, 52064842222500
1787204115.648248, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064842326583
1787204115.648302, Self-RAG Decomposed, Document retriever, run, start, 52064842379750
